base_revision,id,name,family,positioning,hit,lifecycle,required,color_group,color_rank,priority_source,notes
1,calacatta-carrara,Calacatta Carrara,Calacatta Carrara,unknown,0,unconfirmed,0,neutral,-90.22,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,calacatta-carrera,Calacatta Carrera,Calacatta Carrera,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,calacatta-corchia,Calacatta Corchia,Calacatta Corchia,unknown,0,unconfirmed,0,neutral,-86.97,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,calacatta-cremo,Calacatta Cremo,Calacatta Cremo,unknown,0,unconfirmed,0,warm,-95.65,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,calacatta-monti,Calacatta Monti,Calacatta Monti,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,calacatta-nero-borghini-gra-0001-gra-0001-2,Calacatta Nero Borghini Gra-0001 Gra-0001-2,Calacatta Nero Borghini Gra-0001 Gra-0001-2,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,calacatta-noir,Calacatta Noir,Calacatta Noir,unknown,0,unconfirmed,0,neutral,-16.02,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,calacatta-oro,Calacatta Oro,Calacatta Oro,unknown,0,unconfirmed,0,neutral,-86.66,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,calacatta-picasso,Calacatta Picasso,Calacatta Picasso,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,calacatta-viola,Calacatta Viola,Calacatta Viola,unknown,0,unconfirmed,0,warm,-69.09,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,cement-1,Cement 1,Cement 1,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,cement-2,Cement 2,Cement 2,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,cement-3,Cement 3,Cement 3,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,cement-4,Cement 4,Cement 4,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,ceppo-di-gre,Ceppo Di Gre,Ceppo Di Gre,unknown,0,unconfirmed,0,warm,-61.73,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,colorado-lincoln,Colorado Lincoln,Colorado Lincoln,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,cristallo,Cristallo,Cristallo,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,crystal-bianco,Crystal Bianco,Crystal Bianco,unknown,0,unconfirmed,0,neutral,-87.84,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,crystal-french-vanilla,Crystal - French Vanilla,Crystal - French Vanilla,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,crystal-white-macaubas-color-adjust-to-white-background-grey-or-grey-beige-veins,"Crystal - White Macaubas - Color Adjust To White Background, Grey Or Grey/Beige Veins?","Crystal - White Macaubas - Color Adjust To White Background, Grey Or Grey/Beige Veins?",unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,crystal-white-onyx,Crystal - White Onyx,Crystal - White Onyx,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,foresta,Foresta,Foresta,unknown,0,unconfirmed,0,warm,-68.89,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,foresta-vecchia,Foresta Vecchia,Foresta Vecchia,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,forge-eleganza,Forge Eleganza,Forge Eleganza,unknown,0,unconfirmed,0,warm,-33.19,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,french-vanilla,French Vanilla,French Vanilla,unknown,0,unconfirmed,0,warm,-90.97,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,fusion-white,Fusion White,Fusion White,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,gemma-bronze,Gemma Bronze,Gemma Bronze,unknown,0,unconfirmed,0,warm,-81.76,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,grey-taupe,Grey / Taupe,Grey / Taupe,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,grigio-quarzo,Grigio Quarzo,Grigio Quarzo,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,halila-limestone,Halila Limestone,Halila Limestone,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,lithoform-crosscut-coast,Lithoform Crosscut Coast,Lithoform Crosscut,unknown,0,unconfirmed,0,warm,-78.03,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,lithoform-crosscut-dunes,Lithoform Crosscut Dunes,Lithoform Crosscut,unknown,0,unconfirmed,0,warm,-85.34,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,lithoform-crosscut-twilight,Lithoform Crosscut Twilight,Lithoform Crosscut,unknown,0,unconfirmed,0,neutral,-85.82,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,lithoform-crosscut-vista,Lithoform Crosscut Vista,Lithoform Crosscut,unknown,0,unconfirmed,0,warm,-88.87,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,lithoform-veincut-coast,Lithoform Veincut Coast,Lithoform Veincut,commercial,0,unconfirmed,0,neutral,-82.91,User examples 2026-09-10,Color order derived from production preview brightness; draft for Merch review.
1,lithoform-veincut-dunes,Lithoform Veincut Dunes,Lithoform Veincut,commercial,0,unconfirmed,0,warm,-84.53,User examples 2026-09-10,Color order derived from production preview brightness; draft for Merch review.
1,lithoform-veincut-twilight,Lithoform Veincut Twilight,Lithoform Veincut,commercial,0,unconfirmed,0,neutral,-85.15,User examples 2026-09-10,Color order derived from production preview brightness; draft for Merch review.
1,lithoform-veincut-vista,Lithoform Veincut Vista,Lithoform Veincut,commercial,0,unconfirmed,0,neutral,-82.91,User examples 2026-09-10,Color order derived from production preview brightness; draft for Merch review.
1,macchia-vecchia,Macchia Vecchia,Macchia Vecchia,unknown,0,unconfirmed,0,warm,-65.53,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,marina-white,Marina White,Marina White,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,monoforma-moonlight,Monoforma Moonlight,Monoforma,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,monoforma-oasis,Monoforma Oasis,Monoforma,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,monoforma-silhouette,Monoforma Silhouette,Monoforma,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,monoforma-storm,Monoforma Storm,Monoforma,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,montagna-grey,Montagna Grey,Montagna Grey,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,montagna-jade,Montagna Jade,Montagna Jade,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,montagnia-jade,Montagnia Jade,Montagnia Jade,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,montania-grey,Montania Grey,Montania Grey,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,nero-marquina,Nero Marquina,Nero Marquina,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,nero-marquina-extra,Nero Marquina Extra,Nero Marquina Extra,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,onyx-crema,Onyx Crema,Onyx,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,onyx-feather,Onyx Feather,Onyx,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,onyx-halo,Onyx Halo,Onyx,unknown,0,unconfirmed,0,neutral,-89.8,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,onyx-halo-color-2,Onyx Halo Color 2,Onyx,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,onyx-halo-color-3,Onyx Halo Color 3,Onyx,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,onyx-halo-color-4,Onyx Halo Color 4,Onyx,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,onyx-hazel,Onyx Hazel,Onyx,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,onyx-new-color-name-pending,Onyx New Color- Name Pending,Onyx,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,onyx-sage,Onyx Sage,Onyx,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,oro-noir,Oro Noir,Oro Noir,unknown,1,unconfirmed,0,warm,-32.96,User examples 2026-09-10,Color order derived from production preview brightness; draft for Merch review.
1,panda,Panda,Panda,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,pietra-imperiale,Pietra Imperiale,Pietra Imperiale,unknown,0,unconfirmed,0,warm,-38.14,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,pietra-serena,Pietra Serena,Pietra Serena,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,publica-horizon,Publica Horizon,Publica Horizon,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,publica-terrain,Publica Terrain,Publica Terrain,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,publica-thunder,Publica Thunder,Publica Thunder,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,sahara-noir,Sahara Noir,Sahara Noir,unknown,0,unconfirmed,0,neutral,-2.16,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,serena-crater,Serena Crater,Serena,unknown,0,unconfirmed,0,warm,-60.41,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,serena-dusk,Serena Dusk,Serena,unknown,0,unconfirmed,0,warm,-60.41,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,serena-flint,Serena Flint,Serena,unknown,0,unconfirmed,0,warm,-60.41,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,serena-pewter,Serena Pewter,Serena,unknown,0,unconfirmed,0,warm,-60.41,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,serena-shale,Serena Shale,Serena,unknown,0,unconfirmed,0,warm,-80.1,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,serena-valley,Serena Valley,Serena,unknown,0,unconfirmed,0,warm,-60.41,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,statuario,Statuario,Statuario,unknown,0,unconfirmed,0,neutral,-91.37,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,super-white,Super White,Super White,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,taj-mahal,Taj Mahal,Taj Mahal,unknown,0,unconfirmed,0,warm,-77.41,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,terrazzo-delicato,Terrazzo Delicato,Terrazzo Delicato,unknown,0,unconfirmed,0,neutral,-84,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,travertine-titanium,Travertine Titanium,Travertine Titanium,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,travertino-classico,Travertino Classico,Travertino Classico,commercial,0,unconfirmed,0,warm,-81.58,User examples 2026-09-10,Color order derived from production preview brightness; draft for Merch review.
1,travertino-titanium,Travertino Titanium,Travertino Titanium,unknown,0,unconfirmed,0,warm,-58.17,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,tuscano-burgundy,Tuscano Burgundy,Tuscano Burgundy,unknown,1,unconfirmed,0,warm,-22.66,User examples 2026-09-10,Color order derived from production preview brightness; draft for Merch review.
1,unicolor-black,Unicolor Black,Unicolor Black,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,unicolor-ivory,Unicolor Ivory,Unicolor Ivory,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,unicolor-light-grey,Unicolor Light Grey,Unicolor Light Grey,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,unicolor-white,Unicolor White,Unicolor White,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,verdi-alpi,Verdi Alpi,Verdi Alpi,unknown,0,unconfirmed,0,neutral,-23.56,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
1,yacht-limestone-veincut,Yacht Limestone Veincut,Yacht Limestone Veincut,unknown,0,unconfirmed,0,unconfirmed,,Merch confirmation needed,Color order derived from production preview brightness; draft for Merch review.
